,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
664,20FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,43,0,,0.0
665,20FEB2021:00:00:00,41 a 50,M,Sputnik,Público,67,2,,0.0
666,20FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,,0.0
669,20FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,21,0,,0.0
670,20FEB2021:00:00:00,51 a 60,M,Sputnik,Público,67,0,,0.0
673,20FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,15,0,,0.0
674,20FEB2021:00:00:00,61 a 70,M,Sputnik,Público,38,0,,0.0
676,20FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,6,0,,0.0
677,20FEB2021:00:00:00,71 a 80,M,Sputnik,Público,11,0,,0.0
678,20FEB2021:00:00:00,81 a 90,M,Sputnik,Público,1,0,,0.0
681,21FEB2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,,0.0
682,21FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,18,0,,0.0
683,21FEB2021:00:00:00,30 o menos,M,Sputnik,Público,16,0,,0.0
687,21FEB2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,,0.0
688,21FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,32,0,,0.0
689,21FEB2021:00:00:00,31 a 40,M,Sputnik,Público,60,0,,0.0
692,21FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,23,0,,0.0
693,21FEB2021:00:00:00,41 a 50,M,Sputnik,Público,58,0,,0.0
696,21FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,14,0,,0.0
697,21FEB2021:00:00:00,51 a 60,M,Sputnik,Público,65,0,,0.0
700,21FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,7,0,,0.0
701,21FEB2021:00:00:00,61 a 70,M,Sputnik,Público,26,0,,0.0
703,21FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,3,0,,0.0
704,21FEB2021:00:00:00,71 a 80,M,Sputnik,Público,3,0,,0.0
705,21FEB2021:00:00:00,81 a 90,M,Sputnik,Público,2,0,,0.0
707,12MAR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,,0.0
708,12MAR2021:00:00:00,30 o menos,M,Sinopharm,Público,179,0,,0.0
709,12MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,24,71,,0.0
710,12MAR2021:00:00:00,30 o menos,M,Sputnik,Público,37,98,,0.0
711,12MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,4,18,,0.0
720,12MAR2021:00:00:00,31 a 40,M,Sinopharm,Público,368,0,,0.0
721,12MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,53,132,,0.0
722,12MAR2021:00:00:00,31 a 40,M,Sputnik,Público,48,189,,0.0
723,12MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,8,39,,0.0
731,12MAR2021:00:00:00,41 a 50,M,AstraZeneca,Privado,2,0,,0.0
732,12MAR2021:00:00:00,41 a 50,M,Sinopharm,Público,290,0,,0.0
733,12MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,36,98,,0.0
734,12MAR2021:00:00:00,41 a 50,M,Sputnik,Público,32,192,,0.0
735,12MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,27,,0.0
741,12MAR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,,0.0
742,12MAR2021:00:00:00,51 a 60,M,Sinopharm,Público,227,0,,0.0
743,29JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,1,22,,0.0
744,29JAN2021:00:00:00,41 a 50,M,Sputnik,Público,3,150,,0.0
745,29JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,7,,0.0
749,29JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,3,13,,0.0
750,29JAN2021:00:00:00,51 a 60,M,Sputnik,Público,4,81,,0.0
751,29JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,3,,0.0
754,29JAN2021:00:00:00,61 a 70,M,Sputnik,Público,1,3,,0.0
755,29JAN2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,1,,0.0
759,30JAN2021:00:00:00,30 o menos,M,Sputnik,Público,0,19,,0.0
760,30JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0.0
764,30JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,0,5,,0.0
765,30JAN2021:00:00:00,31 a 40,M,Sputnik,Público,1,49,,0.0
766,30JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,4,,0.0
770,30JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,0,1,,0.0
771,30JAN2021:00:00:00,41 a 50,M,Sputnik,Público,0,38,,0.0
772,30JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,6,,0.0
776,30JAN2021:00:00:00,51 a 60,M,Sputnik,Público,0,28,,0.0
777,30JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,1,,0.0
780,31JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,0,3,,0.0
781,31JAN2021:00:00:00,30 o menos,M,Sputnik,Público,1,20,,0.0
784,31JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,0,6,,0.0
785,31JAN2021:00:00:00,31 a 40,M,Sputnik,Público,0,36,,0.0
788,31JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,0,4,,0.0
789,31JAN2021:00:00:00,41 a 50,M,Sputnik,Público,0,28,,0.0
791,31JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,0,1,,0.0
792,31JAN2021:00:00:00,51 a 60,M,Sputnik,Público,0,18,,0.0
793,31JAN2021:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0.0
797,01FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,0,15,,0.0
798,01FEB2021:00:00:00,30 o menos,M,Sputnik,Público,0,67,,0.0
799,01FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,9,,0.0
803,01FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,0,46,,0.0
804,01FEB2021:00:00:00,31 a 40,M,Sputnik,Público,0,164,,0.0
805,01FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,15,,0.0
809,01FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,0,28,,0.0
810,01FEB2021:00:00:00,41 a 50,M,Sputnik,Público,0,117,,0.0
811,01FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,5,,0.0
815,01FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,0,11,,0.0
816,01FEB2021:00:00:00,51 a 60,M,Sputnik,Público,0,64,,0.0
817,01FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,5,,0.0
820,01FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,0,1,,0.0
824,02FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,3,10,,0.0
825,02FEB2021:00:00:00,30 o menos,M,Sputnik,Público,21,70,,0.0
826,02FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,8,,0.0
830,02FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,19,35,,0.0
831,02FEB2021:00:00:00,31 a 40,M,Sputnik,Público,67,145,,0.0
832,02FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,4,20,,0.0
836,02FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,5,19,,0.0
837,02FEB2021:00:00:00,41 a 50,M,Sputnik,Público,65,98,,0.0
838,02FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,6,13,,0.0
842,02FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,6,5,,0.0
843,02FEB2021:00:00:00,51 a 60,M,Sputnik,Público,109,93,,0.0
844,02FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,6,,0.0
848,02FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,7,0,,0.0
849,02FEB2021:00:00:00,61 a 70,M,Sputnik,Público,276,0,,0.0
850,02FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,22,1,,0.0
852,02FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,2,0,,0.0
853,02FEB2021:00:00:00,71 a 80,M,Sputnik,Público,32,0,,0.0
854,02FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,2,0,,0.0
856,02FEB2021:00:00:00,81 a 90,M,Sputnik,Público,5,0,,0.0
857,02FEB2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0.0
861,03FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,31,15,,0.0
862,03FEB2021:00:00:00,30 o menos,M,Sputnik,Público,30,50,,0.0
863,03FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,3,9,,0.0
867,03FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,69,38,,0.0
868,03FEB2021:00:00:00,31 a 40,M,Sputnik,Público,89,103,,0.0
869,03FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,13,11,,0.0
873,03FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,22,19,,0.0
874,03FEB2021:00:00:00,41 a 50,M,Sputnik,Público,101,87,,0.0
875,03FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,13,10,,0.0
879,03FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,25,9,,0.0
880,03FEB2021:00:00:00,51 a 60,M,Sputnik,Público,106,88,,0.0
881,03FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,12,7,,0.0
885,03FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,13,0,,0.0
886,03FEB2021:00:00:00,61 a 70,M,Sputnik,Público,239,2,,0.0
887,03FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,13,0,,0.0
889,03FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,5,0,,0.0
890,03FEB2021:00:00:00,71 a 80,M,Sputnik,Público,31,0,,0.0
892,03FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,1,0,,0.0
893,03FEB2021:00:00:00,81 a 90,M,Sputnik,Público,2,0,,0.0
897,04FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,4,27,,0.0
898,04FEB2021:00:00:00,30 o menos,M,Sputnik,Público,32,71,,0.0
899,04FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,4,21,,0.0
903,04FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,22,71,,0.0
904,04FEB2021:00:00:00,31 a 40,M,Sputnik,Público,76,147,,0.0
905,04FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,11,33,,0.0
909,04FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,8,35,,0.0
910,04FEB2021:00:00:00,41 a 50,M,Sputnik,Público,96,122,,0.0
911,04FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,9,23,,0.0
915,04FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,5,23,,0.0
916,04FEB2021:00:00:00,51 a 60,M,Sputnik,Público,101,75,,0.0
917,04FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,10,8,,0.0
920,04FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,5,0,,0.0
921,04FEB2021:00:00:00,61 a 70,M,Sputnik,Público,153,0,,0.0
922,04FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,9,0,,0.0
924,04FEB2021:00:00:00,71 a 80,M,Sputnik,Público,39,0,,0.0
926,04FEB2021:00:00:00,81 a 90,M,Sputnik,Público,4,0,,0.0
927,04FEB2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0.0
931,05FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,44,50,,0.0
932,05FEB2021:00:00:00,30 o menos,M,Sputnik,Público,50,116,,0.0
933,05FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,6,14,,0.0
937,05FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,103,146,,0.0
938,05FEB2021:00:00:00,31 a 40,M,Sputnik,Público,124,215,,0.0
939,05FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,12,20,,0.0
943,05FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,61,74,,0.0
944,05FEB2021:00:00:00,41 a 50,M,Sputnik,Público,90,156,,0.0
945,05FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,14,,0.0
949,05FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,31,47,,0.0
950,05FEB2021:00:00:00,51 a 60,M,Sputnik,Público,132,117,,0.0
951,05FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,24,7,,0.0
955,05FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,15,0,,0.0
956,05FEB2021:00:00:00,61 a 70,M,Sputnik,Público,158,1,,0.0
957,05FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,18,0,,0.0
960,05FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,6,0,,0.0
961,05FEB2021:00:00:00,71 a 80,M,Sputnik,Público,42,0,,0.0
962,05FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,4,0,,0.0
964,05FEB2021:00:00:00,81 a 90,M,Sputnik,Público,5,0,,0.0
968,06FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,0,11,,0.0
969,06FEB2021:00:00:00,30 o menos,M,Sputnik,Público,8,60,,0.0
970,06FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,2,,0.0
974,06FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,0,20,,0.0
975,06FEB2021:00:00:00,31 a 40,M,Sputnik,Público,17,89,,0.0
976,06FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,3,8,,0.0
980,06FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,0,13,,0.0
981,06FEB2021:00:00:00,41 a 50,M,Sputnik,Público,24,71,,0.0
982,06FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,7,2,,0.0
986,06FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,0,10,,0.0
987,06FEB2021:00:00:00,51 a 60,M,Sputnik,Público,17,52,,0.0
988,06FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,6,2,,0.0
992,06FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,3,0,,0.0
993,06FEB2021:00:00:00,61 a 70,M,Sputnik,Público,18,0,,0.0
994,06FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,0,,0.0
996,06FEB2021:00:00:00,71 a 80,M,Sputnik,Público,1,0,,0.0
1000,07FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,3,12,,0.0
1001,07FEB2021:00:00:00,30 o menos,M,Sputnik,Público,15,23,,0.0
1002,07FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,2,,0.0
1006,07FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,10,21,,0.0
1007,07FEB2021:00:00:00,31 a 40,M,Sputnik,Público,31,47,,0.0
1008,07FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,4,,0.0
1012,07FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,7,15,,0.0
1013,07FEB2021:00:00:00,41 a 50,M,Sputnik,Público,28,56,,0.0
1014,07FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,4,,0.0
1018,07FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,0,10,,0.0
1019,07FEB2021:00:00:00,51 a 60,M,Sputnik,Público,19,28,,0.0
1020,07FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,1,,0.0
1022,07FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,4,0,,0.0
1023,07FEB2021:00:00:00,61 a 70,M,Sputnik,Público,12,0,,0.0
1025,07FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,1,0,,0.0
1026,07FEB2021:00:00:00,71 a 80,M,Sputnik,Público,1,0,,0.0
1030,08FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,6,34,,0.0
1031,08FEB2021:00:00:00,30 o menos,M,Sputnik,Público,24,35,,0.0
1032,08FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,11,19,,0.0
1036,08FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,26,69,,0.0
1037,08FEB2021:00:00:00,31 a 40,M,Sputnik,Público,60,77,,0.0
1038,08FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,23,24,,0.0
1042,08FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,24,32,,0.0
1043,08FEB2021:00:00:00,41 a 50,M,Sputnik,Público,60,60,,0.0
1044,08FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,14,21,,0.0
1048,08FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,6,19,,0.0
1049,08FEB2021:00:00:00,51 a 60,M,Sputnik,Público,53,42,,0.0
1050,08FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,20,10,,0.0
1054,08FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,9,0,,0.0
1055,08FEB2021:00:00:00,61 a 70,M,Sputnik,Público,66,0,,0.0
1056,08FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,14,0,,0.0
1060,08FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,4,0,,0.0
1061,08FEB2021:00:00:00,71 a 80,M,Sputnik,Público,6,0,,0.0
1062,08FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,,0.0
1063,08FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,1,0,,0.0
1067,09FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,23,11,,0.0
1068,09FEB2021:00:00:00,30 o menos,M,Sputnik,Público,45,47,,0.0
1069,09FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,10,5,,0.0
1073,09FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,72,27,,0.0
1074,09FEB2021:00:00:00,31 a 40,M,Sputnik,Público,83,81,,0.0
1075,09FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,23,19,,0.0
1079,09FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,50,17,,0.0
1080,09FEB2021:00:00:00,41 a 50,M,Sputnik,Público,67,69,,0.0
1081,09FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,12,13,,0.0
1085,09FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,34,15,,0.0
1086,09FEB2021:00:00:00,51 a 60,M,Sputnik,Público,68,50,,0.0
1087,09FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,6,8,,0.0
1091,09FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,13,0,,0.0
1092,09FEB2021:00:00:00,61 a 70,M,Sputnik,Público,102,1,,0.0
1093,09FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,5,0,,0.0
1096,09FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,3,0,,0.0
1097,09FEB2021:00:00:00,71 a 80,M,Sputnik,Público,10,0,,0.0
1098,09FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,,0.0
1099,09FEB2021:00:00:00,81 a 90,M,Sputnik,Público,5,0,,0.0
1103,10FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,15,7,,0.0
1104,10FEB2021:00:00:00,30 o menos,M,Sputnik,Público,28,16,,0.0
1105,10FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,15,2,,0.0
1109,10FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,33,19,,0.0
1110,10FEB2021:00:00:00,31 a 40,M,Sputnik,Público,29,30,,0.0
1111,10FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,17,6,,0.0
1115,10FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,43,19,,0.0
1116,10FEB2021:00:00:00,41 a 50,M,Sputnik,Público,43,26,,0.0
1117,10FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,7,9,,0.0
1121,10FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,21,4,,0.0
1122,10FEB2021:00:00:00,51 a 60,M,Sputnik,Público,50,20,,0.0
1123,10FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,4,9,,0.0
1127,10FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,6,0,,0.0
1128,10FEB2021:00:00:00,61 a 70,M,Sputnik,Público,50,0,,0.0
1129,10FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,0,,0.0
1131,10FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,1,0,,0.0
1132,10FEB2021:00:00:00,71 a 80,M,Sputnik,Público,8,0,,0.0
1133,10FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,,0.0
1137,11FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,20,2,,0.0
1138,11FEB2021:00:00:00,30 o menos,M,Sputnik,Público,25,20,,0.0
1139,11FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,4,,0.0
1142,28FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,0,1,,0.0
1143,28FEB2021:00:00:00,71 a 80,M,Sputnik,Público,1,0,,0.0
1147,28FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,9,0,,0.0
1148,28FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,14,0,,0.0
1149,28FEB2021:00:00:00,81 a 90,M,Sputnik,Público,2,0,,0.0
1152,28FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,5,0,,0.0
1158,01MAR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,,0.0
1159,01MAR2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,0,,0.0
1160,01MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,43,4,,0.0
1161,01MAR2021:00:00:00,30 o menos,M,Sputnik,Público,24,25,,0.0
1162,01MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,7,9,,0.0
1168,01MAR2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,,0.0
1169,01MAR2021:00:00:00,31 a 40,M,AstraZeneca,Público,3,0,,0.0
1170,01MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,82,24,,0.0
1171,01MAR2021:00:00:00,31 a 40,M,Sputnik,Público,84,43,,0.0
1172,01MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,3,24,,0.0
1178,01MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,50,23,,0.0
1179,01MAR2021:00:00:00,41 a 50,M,Sputnik,Público,75,60,,0.0
1180,01MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,11,,0.0
1185,01MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,4,0,,0.0
1186,01MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,27,3,,0.0
1187,01MAR2021:00:00:00,51 a 60,M,Sputnik,Público,73,42,,0.0
1188,01MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,2,14,,0.0
1193,01MAR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,1,0,,0.0
1194,01MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,24,0,,0.0
1195,01MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,14,2,,0.0
1196,01MAR2021:00:00:00,61 a 70,M,Sputnik,Público,66,71,,0.0
1197,01MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,15,,0.0
1203,01MAR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,52,0,,0.0
1204,01MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,266,0,,0.0
1205,01MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,6,1,,0.0
1206,01MAR2021:00:00:00,71 a 80,M,Sputnik,Público,24,8,,0.0
1207,01MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,1,,0.0
1211,01MAR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,286,0,,0.0
1212,01MAR2021:00:00:00,81 a 90,M,AstraZeneca,Público,1282,0,,0.0
1213,01MAR2021:00:00:00,81 a 90,M,Sputnik,Público,4,0,,0.0
1216,01MAR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,38,0,,0.0
1217,01MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,161,0,,0.0
1224,02MAR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,,0.0
1225,02MAR2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,0,,0.0
1226,02MAR2021:00:00:00,30 o menos,M,Sinopharm,Público,3,0,,0.0
1227,02MAR2021:00:00:00,30 o menos,M,Sputnik,Privado,40,11,,0.0
1228,02MAR2021:00:00:00,30 o menos,M,Sputnik,Público,26,29,,0.0
1229,02MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,6,7,,0.0
1236,02MAR2021:00:00:00,31 a 40,M,AstraZeneca,Privado,3,0,,0.0
1237,02MAR2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0.0
1238,02MAR2021:00:00:00,31 a 40,M,Sinopharm,Público,11,0,,0.0
1239,02MAR2021:00:00:00,31 a 40,M,Sputnik,Privado,56,24,,0.0
1240,02MAR2021:00:00:00,31 a 40,M,Sputnik,Público,46,68,,0.0
1241,02MAR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,7,16,,0.0
1248,02MAR2021:00:00:00,41 a 50,M,Sinopharm,Público,2,0,,0.0
1249,02MAR2021:00:00:00,41 a 50,M,Sputnik,Privado,41,12,,0.0
1250,02MAR2021:00:00:00,41 a 50,M,Sputnik,Público,48,53,,0.0
1251,02MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,6,12,,0.0
1258,02MAR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,3,0,,0.0
1259,02MAR2021:00:00:00,51 a 60,M,AstraZeneca,Público,3,0,,0.0
1260,02MAR2021:00:00:00,51 a 60,M,Sinopharm,Público,2,0,,0.0
1261,02MAR2021:00:00:00,51 a 60,M,Sputnik,Privado,14,8,,0.0
1262,02MAR2021:00:00:00,51 a 60,M,Sputnik,Público,47,66,,0.0
1263,02MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,2,12,,0.0
1269,02MAR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,2,0,,0.0
1270,02MAR2021:00:00:00,61 a 70,M,AstraZeneca,Público,13,0,,0.0
1271,02MAR2021:00:00:00,61 a 70,M,Sputnik,Privado,13,6,,0.0
1272,02MAR2021:00:00:00,61 a 70,M,Sputnik,Público,66,79,,0.0
1273,02MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,5,,0.0
1278,02MAR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,47,0,,0.0
1279,02MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,238,0,,0.0
1280,02MAR2021:00:00:00,71 a 80,M,Sputnik,Privado,2,1,,0.0
1283,24FEB2021:00:00:00,91 o mas,M,AstraZeneca,Privado,12,0,,0.0
1284,24FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,151,0,,0.0
1285,24FEB2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0.0
1291,25FEB2021:00:00:00,30 o menos,M,AstraZeneca,Público,7,0,,0.0
1292,25FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,63,6,,0.0
1293,25FEB2021:00:00:00,30 o menos,M,Sputnik,Público,118,31,,0.0
1294,25FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,5,4,,0.0
1300,25FEB2021:00:00:00,31 a 40,M,AstraZeneca,Público,6,0,,0.0
1301,25FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,169,20,,0.0
